"NAME","PERSON_NAME","PERSON_ID"
"NICHIA CORPORATION","Nichia Corporation",5413769
"THE GOVERNMENT OF THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE DEPARTMENT OF HEALTH AND HUMAN SERVICES","The Government of the United States of America as represented by the Secretary of the Department of Health and Human Services",11088133
"BRACCO RESEARCH S.A.","Bracco Research S.A.",10996936
"AGATE LOGIC, INC.","Agate Logic, Inc.",6251163
"MCDATA SERVICES CORPORATION","McData Services Corporation",8348543
"APPLIED INTELLECTUAL CAPITAL LIMITED","Applied Intellectual Capital Limited",8566898
"THE UNITED STATES OF AMERICA AS REPRESENTED BY THE DEPARTMENT OF VETERANS AFFAIRS","The United States of America as represented by the Department of Veteran's Affairs",7179224
"VERIZON BUSINESS NETWORK SERVICES INC.","Verizon Business Network Services Inc.",8560463
"TRANSOCEAN OFFSHORE DEEPWATER DRILLING INC.","Transocean Offshore Deepwater Drilling Inc.",7959286
"STACCATO DELAWARE, INC.","Staccato Delaware, Inc.",6761109
"RHODIA CHIMIE","Rhodia Chimie",7418337
"RHODIA CHIMIE","Rhodia Chimie",5445187
"RHODIA CHIMIE","Rhodia Chimie",5359689
"RHODIA CHIMIE","Rhodia Chimie",5339538
"HEARTWARE, INC.","Heartware, Inc.",5274697
"MEDIATEK SINGAPORE PTE. LTD.","MediaTek Singapore Pte Ltd.",10917417
"MEDIATEK SINGAPORE PTE. LTD.","Media Tek Singapore Pte Ltd.",5678524
"ACCENTURE GLOBAL SERVICES GMBH","Accenture Global Services GmbH",5912003
"THOMSON LICENSING S.A.","Thomson Licensing S.A.",6277594
"UNIVERSAL GLOBAL SCIENTIFIC INDUSTRIAL CO., LTD.","Universal Global Scientific Industrial Co., Ltd.",11138666
"HENKEL CONSUMER GOODS, INC.","Henkel Consumer Goods Inc.",10299044
"TAIHO PHARMACEUTICALS CO., LTD.","Taiho Pharmaceuticals Co., Ltd.",5326667
"UNIVERSITY OF MARYLAND, BALTIMORE","“University of Maryland, Baltimore”",9663030
"LEVTECH, INC.","LevTech, Inc.",5532186
"W. C. HERAEUS GMBH","W. C. Heraeus GmbH",5483046
"EXPERIAN MARKETING SOLUTIONS, INC.","Experian Marketing Solutions, Inc.",9439577
"MITSUBISHI HEAVY INDUSTRIES, LTD.","MITSUBISHI HEAVY INDUSTRIES, LTD",5268325
"FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","Fraunhofer-Gesellschaft zur Foerderung der Angewandten Forschung E.V.",5347128
"EKSIGENT TECHNOLOGIES, LLC","Eksigent Technologies, LLC",10126452
"ADMINISTRATORS OF THE TULANE EDUCATIONAL FUND","Administrators of the Tulane Educational Fund",11428264
"VICURON HOLDINGS LLC","Vicuron Holdings LLC",11314506
"THE BRIGHAM AND WOMEN'S HOSPITAL, INC.","The Brigham and Women's Hospital, Inc.",5263526
"THE ARIZONA BOARD OF REGENTS ON BEHALF OF THE UNIVERSITY OF ARIZONA","The Arizona Board of Regents on behalf of the University of Arizona",5508280
"MILACRON LLC","Milacron LLC",7153410
"BAYER MATERIALSCIENCE LLC","Bayer MaterialScience LLC",10765535
"SYNERON MEDICAL LTD.","Syneron Medical Ltd.",5978766
"SOFTWIRED AG","Softwired AG",7296194
"TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY, LTD.","Taiwan Semiconductor Manufacturing Company , Ltd.",5887143
"ABO ENTERPRISES, LLC","Abo Enterprises, LLC",10937973
"CARDIOPEP PHARMA GMBH","CardioPep Pharma GmbH",7954822
"CAMTEK LTD.","Camtek Ltd.",8509362
"GIGA-BYTE TECHNOLOGY CO.,","Giga-Byte Technology Co.",10840547
"STANFORD UNIVERSITY","Stanford University",6411714
"KYUSHU UNIVERSITY","Kyushu University",5596536
"PIONEER CORPORATION","Pioneer Corporation",9715263
"PIONEER CORPORATION","Pioneer Corporation",5216675
"ROHM CO., LTD.","Rohm Co., Ltd.",11532503
"ROHM CO., LTD.","Rohm Co., Ltd.",10907755
"ROHM CO., LTD.","ROHM CO., LTD",5275690
"SEALED AIR CORPORATION (US)","Sealed Air Corporation (US)",5704629
"ARJOWIGGINS SECURITY","Arjowiggins Security",8548660
"LANXESS INC.","Lanxess Inc.",7805877
"LANXESS INC.","LANXESS Inc.",5805330
"INTERNATIONAL FLORA TECHNOLOGIES, LTD.","International Flora Technologies, Ltd.",8005337
"WD MEDIA (SINGAPORE) PTE. LTD.","WD Media (Singapore) Pte.Ltd.",11478121
"CANBAS CO., LTD.","Canbas Co., Ltd.",6355498
"SIEMENS HEARING INSTRUMENTS, INC.","Siemens Hearing Instruments Inc.",5218347
"NORTHERN INNOVATIONS AND FORMULATIONS CORP.","Northern Innovations and Formulations Corp.",10796206
"SUMITOMO CHEMICAL COMPANY, LIMITED","Sumitomo Chemical Company, Limited.",7742362
"SUMITOMO CHEMICAL COMPANY, LIMITED","Sumitomo Chemical Company Limited",5700362
"DANA-FARBER CANCER INSTITUTE, INC.","Dana-Farber Cancer Institute Inc.",9954550
"GAMBRO LUNDIA AB","Gambro Lundia AB",5863228
"STEMCO LP","Stemco LP",6816336
"AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH","Agency for Science, Technology and Research",11663153
"AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH","Agency for Science, Technology, and Research",7863282
"AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH","AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH",5528897
"AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH","Agency For Science, Technology and Research",5258247
"MANNKIND CORPORATION","MannKind Corporation",5297940
"TAIYO YUDEN CO., LTD.","Taiyo Yuden Co.,Ltd.",8944142
"CHAMELEON NETWORK INC.","Chameleon Network Inc.",7912573
"NEXT HOLDINGS LIMITED","Next Holdings Limited",10074440
"INTELGENX CORP.","Intelgenx Corp.",10128482
"MULTI-COLOR CORPORATION","Multi-Color Corporation",7153001
"SPECIALTY FERTILIZER PRODUCTS, LLC","Specialty Fertilizer Products, LLC",5222899
"CELIAC SPRUE RESEARCH FOUNDATION","Celiac Sprue Research Foundation",6244254
"KURARAY CO., LTD.","Kuraray Co., Ltd.",5233314
"MILLIPORE CORPORATION","Millipore Corporation",8608868
"MILLIPORE CORPORATION","Millipore Corporation",6365424
"GENERAL DYNAMICS ADVANCED INFORMATION SYSTEMS, INC.","General Dynamics Advanced Information Systems, Inc.",9971530
"POLARIS INDUSTRIES INC","Polaris Industries, Inc.",6004747
"COLORADO STATE UNIVERSITY RESEARCH FOUNDATION","Colorado State University Research Foundation",6322400
"CONFLUENT SURGICAL, INC.","Confluent Surgical Inc.",10902921
"SNU R&DB FOUNDATION","SNU R&DB Foundation",10769771
"SNU R&DB FOUNDATION","SNU R & DB Foundation",10001326
"IMMUNE DISEASE INSTITUTE, INC.","Immune Disease Institute, Inc.",8668580
"PACESETTER, INC.","Pacesetter Inc.",9725550
"MANN+HUMMEL GMBH","Mann + Hummel GmbH",5524950
"MANN+HUMMEL GMBH","Mann & Hummel GmbH",5448087
"MANN+HUMMEL GMBH","MANN+HUMMEL GmbH",5212739
"HUAWEI TECHNOLOGIES CO., LTD.","Huawei Technologies Co., Ltd.",9169679
"HUAWEI TECHNOLOGIES CO., LTD.","Huawei Technologies Co. Ltd.",8947002
"HUAWEI TECHNOLOGIES CO., LTD.","Huawei Technologies Co., Ltd.",8250896
"HUAWEI TECHNOLOGIES CO., LTD.","Huawei Technologies Co., Ltd.",7488684
"SINCLAIR PHARMACEUTICALS LIMITED","Sinclair Pharmaceuticals Limited",10889686
"NOVA BIOMEDICAL CORPORATION","Nova Biomedical Corporation",6321717
"ENCANA CORPORATION","Encana Corporation",10068745
"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.","Taiwan Semiconductor Manufacturing Co, Ltd.",7233760
"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.","Taiwan Semiconductor Manufacturing Co., Ltd.",5641045
"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.","Taiwan Semiconductor Manufacturing Co., Ltd.",5262546
"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.","Taiwan Semiconductor Manufacturing Co., Ltd.",5241552
"CARMEUSE LIME, INC.","Carmeuse Lime, Inc",10854306
"AFFINERGY, INC.","Affinergy, Inc.",9283535
"GOTV NETWORKS, INC.","GoTV Networks, Inc.",11806886
"MITSUBISHI KAGAKU IMAGING CORPORATION","Mitsubishi Kagaku Imaging Corporation",8619430
"BASF CORPORATION","BASF Corporation,",7334413
"BASF CORPORATION","BASF Corporation",6968466
"SUNPOWER INC.","Sunpower, Inc.",5959467
"MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH","Mayo Foundation for Medical Education And Research.",5909413
"MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH","Mayo Foundation for Medical Education and Research",5219690
"STELLANA U.S., INC.","Stellana U.S. Inc.",10825259
"ASAHI KASEI E-MATERIALS CORPORATION","Asahi Kasei E-Materials Corporation",10919653
"HUAWEI MARINE NETWORKS CO., LTD.","Huawei Marine Networks Co., Ltd.",9985831
"MCMASTER UNIVERSITY","McMaster University",6731860
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",11456111
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",11453796
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd",11178607
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",10856412
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",10810595
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co, Ltd",10703535
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",10060706
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",10060119
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics, Co., Ltd.",10173778
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",9288156
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",9687275
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",9911761
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co, LTD",8410795
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",8411769
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd",8456531
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",7751635
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",7344473
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",7396954
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",6791887
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",5970076
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",5274721
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co., Ltd.",5213612
"SAMSUNG ELECTRONICS CO. LTD.,","Samsung Electronics Co. Ltd",5210675
"ARES TRADING SA","Ares Trading SA",8480577
"VITAE PHARMACEUTICALS, INC.","Vitae Pharmaceuticals, Inc.",10821151
"RISO KAGAKU CORPORATION","Riso Kagaku Corporation",8934715
"NEW JERSEY INSTITUTE OF TECHNOLOGY","New Jersey Institute of Technology",10088644
"PALMSOURCE, INC.","PalmSource Inc.",7183180
"NETHRA IMAGING, INC.","Nethra Imaging Inc.",7650414
"NETHRA IMAGING, INC.","Nethra Imaging Inc.",5426590
"MICROGEN ENERGY LIMITED","Microgen Energy Limited",9240261
"TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)","Telefonaktiebolaget L M Ericsson Publ)",11383841
"TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)","Telefonaktiebolaget L M Ericsson(publ)",6160894
"HITACHI CHEMICAL CO., LTD.","Hitachi Chemical Co., Ltd.",5397451
"P-TWO INDUSTRIES INC.","P-Two Industries Inc.",10859154
"TAKEDA PHARMACEUTICAL COMPANY, LTD.","Takeda Pharmaceutical Company Ltd.",7296914
"MURATA MANUFACTURING CO., LTD.","Murata Manufacturing Co., Ltd.",11341169
"MURATA MANUFACTURING CO., LTD.","Murata Manufacturing Co., Ltd.",10832402
"WARSAW ORTHOPEDIC, INC","Warsaw Orthopedic, Inc.",6047173
"WARSAW ORTHOPEDIC, INC","Warsaw Orthopedic, Inc.",5213461
"RICOH CO., LTD.","Ricoh Co, Ltd.",6713084
"RICOH CO., LTD.","Ricoh Co., LTD",5278672
"LA JOLLA INSTITUTE FOR ALLERGY AND IMMUNOLOGY","La Jolla Institute for Allergy and Immunology",7252704
"CASE-WESTERN RESERVE UNIVERSITY","Case Western Reserve University",5233209
"CHUGAI SEIYAKU KABUSHIKI KAISHA","Chugai Seiyaku Kabushiki Kaisha",9468406
"ENPULZ, LLC","Enpulz, LLC",10922133
"SCIMED LIFE SYSTEMS, INC.","Scimed Life Systems, Inc.",10007748
"MARTEK BIOSCIENCES CORPORATION","MARTEK BIOSCIENCES CORPORATION",5209823
"WYETH LLC","Wyeth LLC",10253862
"OXIRA MEDICAL, INC.","Oxira Medical Inc.",5624104
"CHEVRON U.S.A. INC","Chevron U.S.A., Inc",9137743
"CHEVRON U.S.A. INC","Chevron U.S.A Inc.",8890378
"KAWASAKI JUKOGYO KABUSHIKI KAISHA","Kawasaki Jukogyo Kabushiki Kaisha",5244562
"TOYOTA JIDOSHA KABUSHIKI KAISHA","Toyota Jidosha Kabushiki Kaisha",7284806
"TOYOTA JIDOSHA KABUSHIKI KAISHA","Toyota Jidosha Kabushiki Kaisha",7457531
"TOYOTA JIDOSHA KABUSHIKI KAISHA","Toyota Jidosha Kabushiki Kaisha",6930841
"TOYOTA JIDOSHA KABUSHIKI KAISHA","Toyota Jidosha Kabushiki Kaisha",5211420
"OSAKA UNIVERSITY","Osaka University",8283250
"OSAKA UNIVERSITY","Osaka University",5401412
"DOW GLOBAL TECHNOLOGIES LLC","Dow Global Technologies LLC",11274459
"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (C.N.R.S.)","Centre National de la Recherche Scientifique - CNRS",9953249
"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (C.N.R.S.)","Centre National de la Recherche Scientifique—CNRS",8894391
"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (C.N.R.S.)","Centre National de la Recherche Scientifique -CNRS-",8877814
"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (C.N.R.S.)","Centre National de la Recherche Scientifique CNRS",8038283
"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (C.N.R.S.)","Centre National de la Recherche Scientifique (C.N.R.S.)",7071158
"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (C.N.R.S.)","Centre National de la Recherche Scientifique-CNRS",5895722
"CANON KABUSHIKI KAISHA","CanonKabushiki Kaisha",8177546
"MIRAIAL CO., LTD.","MIRAIAL CO., LTD.",6717817
"ILLUMINA, INC.","Illumina, Inc.",5443199
"MOTOROLA MOBILITY, INC.","Motorola Mobility, Inc",10944040
"YEDA RESEARCH AND DEVELOPMENT CO. LTD.","Yeda Research And Development Co. Ltd.",5906805
"YEDA RESEARCH AND DEVELOPMENT CO. LTD.","Yeda Research and Development Co., Ltd.",5255754
"DISNEY ENTERPRISES, INC.","Disney Enterprises, Inc.",5225967
"EASTMAN KODAK COMPANY","Eastman Kodak Company",5849521
"KIA MOTORS CORPORATION","Kia Motors Corporation",10485881
"ROSS-HIME DESIGNS, INC.","Ross-Hime Designs, Inc.",7909779
"USEFUL PRODUCTS, L.L.C.","Useful Products, L.L.C.",11815325
"CAMBRIDGE ENTERPRISE LTD.","Cambridge Enterprise Ltd.",8744156
"INTERUNIVERSITAIR MICROELEKTRONICA CENTRUM (IMEC) VZW","Interuniversitair Microelektronica Centrum (IMEC, vzw)",5935995
"GUIDED DELIVERY SYSTEMS INC.","Guided Delivery Systems, Inc.",6357394
"KOREA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION","Korea University Research and Business Foundation",11067693
"NIDEC CORPORATION","Nidec Corporation",6570010
"MERRIMACK PHARMACEUTICALS, INC.","Merrimack Pharmaceuticals, Inc.",9211136
"FIRST DATA CORPORATION","First Data Corporation",8338369
"FIRST DATA CORPORATION","First Data Corporation",5656101
"WEBASTO AG","Webasto AG",5312656
"TOTAL PETROCHEMICALS RESEARCH FELUY","TOTAL PETROCHEMICALS RESEARCH FELUY",5209724
"NATIONAL CEREBRAL AND CARDIOVASCULAR CENTER","National Cerebral and Cardiovascular Center",9983942
"CHEMTURA CORPORATION","Chemtura Corporation",8751711
"MOUNT SINAI SCHOOL OF MEDICINE","Mount Sinai School of Medicine",5223388
"THE SOUTHERN COMPANY","The Southern Company",7332597
"TIMES MICROWAVE SYSTEMS, INC.","Times Microwave Systems, Inc.",8599222
"TRW AUTOMOTIVE ELECTRONICS & COMPONENTS GMBH & CO. KG","TRW Automotive Electronics & Components GmbH & Co. KG",9971932
"PREMIA SPINE LTD.","Premia Spine Ltd.",6972971
"OTIS ELEVATOR COMPANY","Otis Elevator Company",5212429
"SHIN-ETSU CHEMICAL CO., LTD.","Shin-Etsu Chemical Co, Ltd.",9948574
"SHIN-ETSU CHEMICAL CO., LTD.","Shin - Etsu Chemical Co., Ltd.",7459907
"RESPONSE BIOMEDICAL CORPORATION","Response Biomedical Corporation",5899223
"BIRKEN GMBH","Birken GmbH",9793828
"MITSUBISHI TANABE PHARMA CORPORATION","Mitsubishi Tanabe Pharma Corporation",5899031
"LENOVO (SINGAPORE) PTE. LTD.","Lenovo (Singapore) Pte Ltd.",5453790
"MERIAL LIMITED","Merial Limited",5522741
"JS VASCULAR, INC.","JS Vascular, Inc.",10266217
"PHYSIO-CONTROL, INC.","Physio-Control, Inc.",5683004
"DNSSTUFF, LLC","DNSstuff, LLC",11283186
"CLARIANT INTERNATIONAL LTD","Clariant International Ltd.",5254802
"POWER INTEGRATIONS, INC.","Power Integrations, Inc.",11124706
"VIDEOJET TECHNOLOGIES INC.","Videojet Technologies Inc.",5549314
"CHUNGHWA PICTURE TUBES, LTD.","Chunghwa Picture Tubes, Ltd.",11101421
"CHUNGHWA PICTURE TUBES, LTD.","Chunghwa Picture Tubes, Ltd",7479546
"UNITED TECHNOLOGIES CORPORATION","United Technologies Corporation",7578887
"UNITED TECHNOLOGIES CORPORATION","United Technologies Corporation",5210658
"THE WASHINGTON UNIVERSITY","The Washington University",6896082
"VERSITECH LIMITED","Versitech Limited",9432217
"GS YUASA INTERNATIONAL LTD.","GS Yuasa International Ltd.",5906642
"THE UNITED STATES OF AMERICA, AS REPRESENTED BY THE SECRETARY, DEPARTMENT OF HEALTH AND HUMAN SERVICES","The United States of America as represented by the Secretary Department of Health and Human Services",10651977
"INFICON, INC.","Inficon, Inc.",8440987
"UBE INDUSTRIES, LTD.","Ube Industries, Ltd.",5240980
"LINDE AKTIENGESELLSCHAFT","Linde Aktiengesellschaft",5232697
"STICHTING DIENST LANDBOUWKUNDIG ONDERZOEK","Stichting Dienst Landbouwkundig Onderzoek",7418682
"TOTAL S.A.","TOTAL S.A.",7178021
"CUMMINS FILTRATION INC.","Cummins Filtration, Inc.",8382613
"TSINGHUA UNIVERSITY","Tsinghua University",7038517
"TSINGHUA UNIVERSITY","Tsinghua University",6073680
"THE SCRIPPS RESEARCH INSTITUTE","The Scripps Research Institute",5258289
"MEDIMMUNE, LIMITED","MedImmune Limited",9229687
"MEDIMMUNE, LIMITED","MedImmune Limited",7496834
"KIOR INC.","Kior Inc.",10953919
"NINTENDO CO., LTD.","Nintendo, Co., Ltd.",7096490
"NINTENDO CO., LTD.","Nintendo Co., Ltd.",5611961
"WILLIAM MARSH RICE UNIVERSITY","William Marsh Rice University",5239652
"STYRON EUROPE GMBH","Styron Europe GmbH",11245563
"GRAINS RESEARCH AND DEVELOPMENT CORPORATION","Grains Research and Development Corporation",8025864
"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD","The Chancellor, Masters, and Scholars of the University of Oxford",7759985
"SUNCORE, INC.","Suncore, Inc.",11481988
"AISIN SEIKI KABUSHIKI KAISHA","Aisin Seiki Kabushiki Kaisha",5284890
"AISIN SEIKI KABUSHIKI KAISHA","Aisin Seiki Kabushiki Kaisha",5214584
"MASTERCARD INTERNATIONAL INCORPORATED","Mastercard International Incorporated",5443563
"AFFYMETRIX, INC.","Affymetrix. Inc.",6311074
"BENEFICIAL INNOVATIONS, INC.","Beneficial Innovations, Inc.",10905619
"KYOTO UNIVERSITY","Kyoto University",7978044
"NEC TOSHIBA SPACE SYSTEMS, LTD.","NEC Toshiba Space Systems Ltd.",10307829
"RECKITT BENCKISER INC.","Reckitt Benckiser Inc",8355534
"NATIONAL UNIVERSITY CORPORATION HOKKAIDO UNIVERSITY","National University Corporation Hokkaido University",11641388
"SONY ELECTRONICS INC.","Sony Electronics Inc",6222074
"GIGA-BYTE TECHNOLOGY CO., LTD.","Giga-Byte Technology Co., Ltd.",6707943
"PHILIPS & LITE-ON DIGITAL SOLUTIONS CORPORATION","Philips & Lite-On Digital Solutions Corporation",8685498
"DRAKA COMTEQ B.V.","Draka Comteq B.V.",5402162
"INTERLEUKIN GENETICS, INC.","Interleukin Genetics, Inc.",7336262
"INALCO S.P.A.","Inalco S.p.A.",5294945
"CSIR","CSIR",9976522
"UNIVERSITY OF NOTTINGHAM","University of Nottingham",6581016
"TECHNION RESEARCH AND DEVELOPMENT FOUNDATION LTD.","Technion Research and Development Foundation, Ltd.",5893750
"KABUSHIKI KAISHA TOYOTA CHUO KENKYUSHO","Kabushiki Kaisha Toyota Chuo Kenkyusho",5292391
"JORDAN VALLEY SEMICONDUCTORS LTD.","Jordan Valley Semiconductors, Ltd.",8394404
"ACAMBIS INC.","Acambis Inc.",5841304
"ARKEMA FRANCE","Arkema France",8864512
"ARKEMA FRANCE","Arkema France",7832111
"ARKEMA FRANCE","Arkema France",7627719
"CEQUR SA","CeQur SA",10964705
"NOVARTIS INTERNATIONAL PHARMACEUTICAL, LTD.","Novartis International Pharmaceutical Ltd",6418056
"HOSHIKO LLC","Hoshiko LLC",5787031
"HONG KONG APPLIED SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE CO., LTD.","Hong Kong Applied Science and Technology Research Institute Co. Ltd.",11147398
"HONG KONG APPLIED SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE CO., LTD.","Hong Kong Applied Science and Technology Research Institute Co. Ltd",8018917
"JOHNSON MATTHEY PLC","Johnson Matthey PLC",5950258
"CENTURY-BOARD USA, LLC","Century-Board USA LLC",7525888
"THE CURATORS OF THE UNIVERSITY OF MISSOURI","The Curators of the University of Missouri",11126756
"THE UNIVERSITY OF CONNECTICUT","The University of Connecticut",5224106
"BALDOR ELECTRIC COMPANY","Baldor Electric Company",11542761
"NOVARTIS VACCINES & DIAGNOSTICS, INC.","Novartis Vaccines & Diagnostics, Inc",10902913
"MEDTRONIC INC.","Medtronic, Inc.",7669994
"MEDTRONIC INC.","Medtronic, Inc.",5572292
"MEDTRONIC INC.","Medtronic, Inc.",5340923
"TATA CONSULTANCY SERVICES LIMITED","TATA Consultancy Services Limited",6182385
"SHANGHAI LEXVU OPTO MICROELECTRONICS TECHNOLOGY CO., LTD","Shanghai Lexvu Opto Microelectronics Technology Co., Ltd",11370892
"SHANGHAI LEXVU OPTO MICROELECTRONICS TECHNOLOGY CO., LTD","Shanghai Lexvu Opto Microelectronics Technology Co., Ltd.",11137844
"KONINKLIJKE PHILIPS ELECTRONICS N. V.","Koninklijke Philips Electronics N.V.",10724627
"KONINKLIJKE PHILIPS ELECTRONICS N. V.","Koninklijke Philips Electronics N.V.",10664886
"KONINKLIJKE PHILIPS ELECTRONICS N. V.","Koninklijke Philips Electronics N.V.",8869992
"KONINKLIJKE PHILIPS ELECTRONICS N. V.","Koninklijke Philips Electronics N.V.",8571859
"EURAND, INC.","Eurand Inc.",10866058
"UNIVERSITY OF ZURICH","University of Zurich",8854231
"UNIVERSITY OF CONNECTICUT","University of Connecticut",7324462
"SURMODICS, INC.","Sur Modics, Inc.",8059977
"UNIVERSITY OF IDAHO","University of Idaho",8626515
"NOVOZYMES NORTH AMERICA, INC.","Novozymes North America, Inc.",11009616
"MEDIVAS, LLC","MediVas, LLC",6120546
"POLYVALOR, LIMITED PARTNERSHIP","Polyvalor, Limited Partnership",8854152
"SILICON INTEGRATED SYSTEMS CORP.","Silicon Integrated Systems Corp.",5256903
"NUON, INC.","Nuon, Inc",10853079
"FILMTEC CORPORATION","Filmtec Corporation",6405300
"NEDERLANDSE ORGANISATIE VOOR TOEGEPAST-NATUURWETENSCHAPPELIJK ONDERZOEK TNO","Nederlandse Organisatie voor Toegepastnatuurwetenschappelijk Onderzoek TNO",8262471
"NEDERLANDSE ORGANISATIE VOOR TOEGEPAST-NATUURWETENSCHAPPELIJK ONDERZOEK TNO","Nederlandse Organisatie voor toegepast - natuurwetenschappelijk Onderzoek TNO",5931590
"SAUDI BASIC INDUSTRIES CORPORATION","Saudi Basic Industries Corporation",6180796
"BOSTON SCIENTIFIC SCIMED, INC","Boston Scientific, SCIMED, Inc.",9304269
"BOSTON SCIENTIFIC SCIMED, INC","Boston Scientific Scimed, Inc.",7885109
"BOSTON SCIENTIFIC SCIMED, INC","Boston Scientific-Scimed, Inc.",6517742
"BOSTON SCIENTIFIC SCIMED, INC","Boston Scientific Scimed, Inc.",5865293
"BOSTON SCIENTIFIC SCIMED, INC","Boston Scientific Scimed, Inc.",5224801
"ALVARION LTD.","Alvarion Ltd.",6651556
"CHEN, YONG","Chen, Yong",9998497
"SHIH, SHY-MING","Shih, Shy-Ming",9998495
"CPUMATE INC.","Cpumate, Inc.",7870016
"GENENCOR INTERNATIONAL, INC.","Genencor International, Inc.",8162481
"VEHICLE SERVICE GROUP, LLC","Vehicle Service Group, LLC.",6237339
"THE PENN STATE RESEARCH FOUNDATION","The Penn State Research Foundation",7610857
"UNIVERSITY OF CENTRAL FLORIDA RESEARCH FOUNDATION, INC.","University of Central Florida Research Foundation Inc.",10871947
"POWERWAVE COGNITION, INC.","Powerwave Cognition, Inc.",8262689
"PROLX PHARMACEUTICALS CORP.","Prolx Pharmaceuticals Corp.",6671428
"ARIZONA BOARD OF REGENTS ON BEHALF OF THE UNIVERSITY OF ARIZONA","Arizona Board of Regents on Behalf of the University of Arizona",5629138
"PANMIRA PHARMACEUTICALS, LLC","Panmira Pharmaceuticals, LLC",11243467
"SOCIETE DE VELO EN LIBRE-SERVICE","Societe de Velo En Libre-Service",11164429
"LG-NORTEL CO. LTD","LG Nortel, Co., Ltd.",7536474
"LG-NORTEL CO. LTD","LG Nortel Co., Ltd.",5537427
"LG-NORTEL CO. LTD","LG-Nortel Co., Ltd.",5473008
"INTUIT INC.","Intuit, Inc.",5542091
"NEXEON MEDSYSTEMS, INC.","Nexeon Medsystems Inc.",7263162
"INTERSIL AMERICAS INC.","Intersil America's Inc.",9906252
"INTERSIL AMERICAS INC.","Intersil Americas Inc.",5216931
"CALANDO PHARMACEUTICALS, INC.","Calando Pharmaceuticals, Inc.",7546213
"3FORM","3form",8281815
"NATIONAL UNIVERSITY CORPORATION KANAZAWA UNIVERSITY","National University Corporation Kanazawa University",8753756
"ADVANCED TECHNOLOGY MATERIALS, INC.","Advanced Technology Materials, In.C",9460004
