"NAME","PERSON_NAME","PERSON_ID"
"SIMONDS INTERNATIONAL CORPORATION","Simonds International Corporation",7351790
"ROCHE NIMBLEGEN, INC.","ROCHE NIMBLE GEN, INC.",52646811
"AMERICAN COVERS, INC.","American Covers, Inc.",5462466
"AMERICAN COVERS, INC.","American Covers, Inc.",51389738
"AMERICAN COVERS, INC.","American Covers, Inc.",7226007
"SANTARIS PHARMA A/S","Santaris Pharma A/S",8131169
"SANTARIS PHARMA A/S","Santaris Pharma A/S",10843285
"PAX SCIENTIFIC, INC","Pax Scientific, Inc.",7128163
"ARCSCAN, INC.","ARCSCAN, INC.",11734663
"AUXETIC TECHNOLOGIES LTD.","Auxetic Technologies Ltd.",11274250
"SEQUELLA, INC.","Sequella, Inc.",6449719
"BANG & OLUFSEN A/S","Bang & Olufsen A/S",6393951
"ELECTROMAGNETIC GEOSERVICES AS","ElectroMagnetic GeoServices AS",7437731
"SALUSION IP B.V.","Salusion IP B.V.",49979536
"MARTIN ENGINEERING COMPANY","Martin Engineering Company",5588134
"NIPPON KASEI CHEMICAL COMPANY LIMITED","Nippon Kasei Chemical Company Limited",45193887
"APTUS ENDOSYSTEMS, INC.","Aptus Endosystems, Inc.",9951947
"SUPPLYPRO, INC.","SupplyPro, Inc.",6175455
"COAXIA, INC.","CoAxia, Inc.",5278188
"REYNOLDS CONSUMER PRODUCTS, INC.","Reynolds Consumer Products Inc.",47356142
"NTECH PROPERTIES, INC.","NTECH PROPERTIES, INC.",10996291
"PHAROS PHARMACEUTICALS INC.","PHAROS PHARMACEUTICALS INC.",49980968
"NITROCHEMIE ASCHAU GMBH","NITROCHEMIE ASCHAU GMBH",12098901
"MIELE & CIE. KG","Miele & CIE. KG",11318726
"G.D. SEARLE LLC","G.D. Searle LLC",10874134
"FUJI HEAVY INDUSTRIES LTD.","FUJI HEAVY INDUSTRIES LTD.",53519187
"LG ELECTROICS INC.,","LG Electroics Inc.",10962442
"BTA INTERNATIONAL GMBH","BTA International GmbH",45160448
"KONE CORPORATION","Kone Corporation",5238413
"MARES S.P.A.","Mares S.p.A.",10130301
"BAE SYSTEMS SURVIVABILITY SYSTEMS, LLC","BAE Systems Survivability Systems, LLC",11284911
"HITACHI VIA MECHANICS, LTD.","Hitachi Via Mechanics, Ltd.",5908071
"GLOBAL NUCLEAR FUEL - AMERICAS, L.L.C.","Global Nuclear Fuel Americas, LLC",9138791
"MERCK SERONO SA","Merck Serono S.A.",10782880
"THERMOLON KOREA CO., LTD.","Thermolon Korea Co., Ltd.",11922678
"NATIONAL CHIP IMPLEMENTATION CENTER NATIONAL APPLIED RESEARCH LABORATORIES","National Chip Implementation Center National Applied Research Laboratories",11356359
"IMA LIFE S.R.L.","IMA Life S.r.l.",9232349
"CATALER CORPORATION","Cataler Corporation",11013461
"CATALER CORPORATION","Cataler Corporation",7529485
"BSST LLC","BSST LLC",5479429
"FOXNUM TECHNOLOGY CO., LTD.","FOXNUM TECHNOLOGY CO., LTD.",47223097
"ROBOTZONE, LLC","Robotzone LLC",11060062
"SPINIFEX PHARMACEUTICALS PTY LTD","Spinifex Pharmaceuticals Pty Ltd",45186705
"THE UNIVERSITY COURT OF THE UNIVERSITY OF ST. ANDREWS","THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS",10894761
"SUPPORTEC CO., LTD","SUPPORTEC CO., LTD.",11596621
"STMICROELECTRONICS (CROLLES 2) SAS","STMicroelectronics (Crolles2) SAS",10761752
"MORNINGSIDE VENTURES LIMITED","Morningside Ventures Limited",10789569
"USAI, LLC","USAI, LLC",11371045
"INNOLUX DISPLAY CORP","Innolux Display Corp.",5213364
"ROAMWARE, INC.","Roamware, Inc.",45206873
"NIKON METROLOGY NV","Nikon Metrology N.V.",10846081
"INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION","Instituto Nacional de Ciencias Medicas Y Nutricion",12167682
"WATERLOO INDUSTRIES, INC.","Waterloo Industries, Inc.",10794455
"INTERVET INC.","Intervet Inc.",49971303
"RUNCOM TECHNOLOGIES, LTD.","Runcom Technologies Ltd",11126815
"TWI BIOTECHNOLOGY, INC.","TWi Biotechnology, Inc.",12196289
"SUNSHINE HEART COMPANY PTY LTD.","Sunshine Heart Company Pty Ltd.",47160447
"SUNSHINE HEART COMPANY PTY LTD.","Sunshine Heart Company Pty Ltd",45197419
"SUNSHINE HEART COMPANY PTY LTD.","Sunshine Heart Company PTY Ltd",45200515
"I.D.E. TECHNOLOGIES LTD.","I.D.E. Technologies Ltd.",8300820
"NDSU-RESEARCH FOUNDATION","NDSU RESEARCH FOUNDATION",5743516
"BAYER B.V.","Bayer B.V.",10574153
"VISA USA INC.","Visa US.A. Inc.",53676856
"VISA USA INC.","Visa U.S.A., Inc.",6589914
"VISA USA INC.","VISA USA, INC.",10980482
"VISA USA INC.","Visa U.S.A. Inc",10937992
"VISA USA INC.","Visa U.S. A. Inc.",45225534
"ADAMAS PHARMACEUTICALS, INC.","Adamas Pharmaceuticals, Inc.",5501988
"CINTAS CORPORATION","Cintas Corporation",7117646
"AMO WAVEFRONT SCIENCES LLC","AMO Wavefront Sciences LLC.",10810781
"NETLIST, INC.","Netlist, Inc.",5941541
"HTI IP, L.L.C.","HTI IP, L.L.C.",10995786
"HTI IP, L.L.C.","HTIIP, L.L.C.",11401922
"EBERHARD-KARLS-UNIVERSITAET TUEBINGEN","Eberhard-Karls-Universitaet Tuebingen",11320366
"ELBI INTERNATIONAL S.P.A.","ELBI INTERNATIONAL S.P.A.",8671260
"ICOS CORPORATION","ICOS Corporation",11017524
"UNIVERSAL ENTERTAINMENT CORPORATION","Universal Entertainment Corporation",6046775
"SIMMONDS PRECISION PRODUCTS, INC.","Simmonds Precision Products, Inc.",5245247
"AIRCELLE","Aircelle",11916615
"ASSUT EUROPE SPA","Assut Europe S.p.A.",47269636
"SPEECHINK, INC.","Speechink, Inc.",11913004
"BIO DEVICE TECHNOLOGIES CO., LTD.","Bio Device Technologies Co., Ltd.",10903451
"THE BINDING SITE GROUP LIMITED","The Binding Site Group Limited",10350513
"CONTRAMED LLC","Contramed LLC",11059526
"LEMAIRE ILLUMINATION TECHNOLOGIES, LLC","Lemaire Illumination Technologies, LLC",47295541
"POLIGHT AS","Polight AS",11111050
"AMPAC FINE CHEMICALS LLC","Ampac Fine Chemicals LLC",45203066
"INGURAN LLC","Inguran LLC",11529042
"SANYO SEMICONDUCTOR CO., LTD.","SANYO Semiconductor Co., Ltd.",5667545
"NOVEKO TRADING 2008 LLC","NOVEKO TRADING 2008 LLC",40675642
"BIOENGINEERING LABORATORIES, LLC","Bioengineering Laboratories, LLC",11475425
"ANALECT BENEFIT FINANCE, LLC","Analect Benefit Finance, LLC",9810330
"ENGINEERING SERVICES INC.","Engineering Services Inc.",6190217
"MICROCHIPS INC.","MicroCHIPS, Inc.",7243592
"SPEZIALLAMPENFABRIK DR. FISCHER GMBH","Speziallampenfabrik Dr. Fischer GmbH",10840106
"MUTUALINK, INC.","Mutualink, Inc.",8399185
"UNIVERSITE PARIS DIDEROT - PARIS 7","Universite Paris Diderot-Paris 7",10722722
"ANALGESIC NEUROPHARMACEUTICALS, LLC","Analgesic Neuropharmaceuticals, LLC",12246958
"ZEITECS B.V.","Zeitecs B.V.",45201300
"PROTERRO, INC.","Proterro, Inc.",12397322
"DIZENIO INC.","DIZENIO INC.",11890287
"ROSEMOUNT INC.","Rosemount Inc.",7925219
"ROSEMOUNT INC.","Rosemount Inc.",53622335
"OILFLOW SOLUTIONS HOLDINGS LIMITED","Oilflow Solutions Holdings Limited",11513383
"TYCO ELECTRONICS (SHANGHAI) CO. LTD.","Tyco Electronics Shanghai Co., LTD",49894419
"PELLA CORPORATION","Pella Corporation",5390472
"ELEKTA AB (PUBL)","Elekta AB (Publ)",9382118
"GETRAG GETRIEBE- UND ZAHNRADFABRIK HERMANN HAGENMEYER GMBH & CIE KG","GETRAG Getriebe- und Zahnradfabrik Hermann Hagenmeyer GmbH & Cie KG",45388625
"VALUQAT S.E.C.","Valuqat S.E.C.",45178873
"KAGOSHIMA UNIVERSITY","KAGOSHIMA UNIVERSITY",11314658
"TOXOGEN GMBH","TOXOGEN GmbH",9392622
"SIDEL PARTICIPATIONS","Sidel Participations",47209798
"HOLTEC INTERNATIONAL, INC.","Holtec International, Inc.",10222930
"CREDIBILITY CORP.","Credibility Corp.",12385758
"VISIONS COMPUTER IMAGING SYSTEMS LTD.","Visions Computer Imaging Systems Ltd.",51369807
"FAIRFIELD INDUSTRIES INCORPORATED","Fairfield Industries Incorporated",5286070
"FUNDACION DE LA COMUNIDAD VALENCIANA CENTRO DE INVESTIGACION PRINCIPE FELIPE","Fundacion de la Comunidad Valenciana Centro de Investigacion Principe Felipe",45200878
"U-SEE 2 LIMITED","U-SEE 2 LIMITED",11351774
"AEROMET TECHNOLOGIES, INC.","AEROMET TECHNOLOGIES, INC.",5211360
"AFRAXIS, INC.","aFRAXis, Inc.",12149766
"FUJI XEROX CO, LTD.","Fuji Xerox Co., Ltd",5261149
"FUJI XEROX CO, LTD.","FUJI XEROX CO., LTD.",50032388
"FUJI XEROX CO, LTD.","Fuji Xerox Co., Ltd",11621196
"FUJI XEROX CO, LTD.","Fuji Xerox Co., Ltd.",5348358
"OLYMPUS IMAGING CORP.","Olympus Imaging Corp.",5245829
"FINEST PRODUCTS LIMITED","Finest Products Limited",47155166
"HESCO BASTION LIMITED","HESCO BASTION LIMITED",5219118
"INFINITY PHARMACEUTICALS, INC.","Infinity Pharmaceuticals, Inc.",5467406
"LS INDUSTRIAL SYSTEMS CO., LTD.","LS Industrial Systems Co., Ltd.",10907191
"MINI-LAP TECHNOLOGIES, INC.","Mini-Lap Technologies, Inc.",8056400
"SUNOVION PHARMACEUTICALS INC.","Sunovion Pharmaceuticals Inc.",5711120
"ARIZONA BOARD OF REGENTS FOR AND ON BEHALF OF ARIZONA STATE UNIVERSITY","Arizona Board of Regents, for and on behalf of Arizona State University",11835148
"INTEGRAN TECHNOLOGIES, INC.","Integran Technologies Inc.",5237571
"INTEGRAN TECHNOLOGIES, INC.","Integran Technologies, Inc.",47161013
"STIEFEL LABORATORIES, INC.","Stiefel Laboratories, Inc.",48451271
"MIRAGE HEALTH GROUP LTD.","Mirage Health Group Ltd.",51429594
"LG. DISPLAY CO. LTD.","LG Display Co., Ltd.",5216340
"EADES APPLIANCE TECHNOLOGY, LLC","Eades Appliance Technology, LLC",51543632
"INNOVALIGHT, INC.","Innovalight, Inc.",10611400
"M-I DRILLING FLUIDS UK LIMITED","M-I DRILLING FLUIDS UK LIMITED",11325718
"M-I DRILLING FLUIDS UK LIMITED","M-I Drilling Fluids UK Limited",51396586
"MEDINET CO., LTD.","MEDINET Co., Ltd.",5809670
"FOX FACTORY, INC.","Fox Factory, Inc.",7052211
"TAIWAN SEMICONDUCTOR MANUFACTURING CO. LTD.","TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",53573690
"TAIWAN SEMICONDUCTOR MANUFACTURING CO. LTD.","Taiwan Semiconductor Manufacturing Co., Ltd",5664775
"TAIWAN SEMICONDUCTOR MANUFACTURING CO. LTD.","Taiwan Semiconductor Manufacturing Co., Ltd.",45228732
"BOSCH SECURITY SYSTEMS, INC.","Bosch Security Systems, Inc.",11262717
"KOK TECHNOLOGIES INC.","KOK Technologies Inc.",45199091
"KOWA COMPANY LTD.","Kowa Company, Ltd.",6178792
"CELLECTIS","CELLECTIS",12136689
"IN-G CO., LTD.","Ing Co., Ltd.",49881986
"ACXIOM CORPORATION","Acxiom Corporation",45200282
"NETSOCKET, INC.","Netsocket, Inc.",7138032
"ARCELORMITTAL INVESTIGACION Y DESARROLLO, S. L.","ARCELORMITTAL INVESTIGACION Y DESARROLLO, S.L.",48314040
"FIRMENICH SA","Firmenich SA",5244040
"AT&T CORP","AT&T Corp.",5218191
"DECIPHERA PHARMACEUTICALS, LLC","Deciphera Pharmaceuticals, LLC",51555454
"DECIPHERA PHARMACEUTICALS, LLC","Deciphera Pharmaceuticals, LLC",48272275
"STANDARD MICROSYSTEMS CORPORATION","Standard Microsystems Corporation",5281313
"RALINK TECHNOLOGY CORP.","Ralink Technology, Corp.",11193789
"GUNITE CORPORATION","GUNITE CORPORATION",51485561
"WELCH ALLYN DATA COLLECTION, INC.","Welch Allyn Data Collection, Inc.",6434533
"BOSCH REXROTH AG","Bosch Rexroth AG",5254070
"BOSCH REXROTH AG","Bosch Rexroth AG",11331194
"REALTIME DATA, LLC","Realtime Data LLC",5946840
"GOFIGURE MEDIA, LLC","GoFigure Media, LLC",10937751
"TECHNOFORM BAUTEC HOLDING GMBH","Technoform Bautec Holding GmbH",11222180
"DH TECHNOLOGIES DEVELOPMENT, PTE. LTD.","DH Technologies Development Pte. Ltd.",5251287
"CLL PHARMA","CLL Pharma",8573953
"BORGWARNER BERU SYSTEMS GMBH","BorgWarner BERU Systems GmbH",52541728
"MUTUAL-TEK INDUSTRIES CO., LTD.","Mutual-Tek Industries Co., Ltd.",45194002
"LIGHTHOUSE IMAGING, LLC","Lighthouse Imaging, LLC",47313089
"TIBOTEC PHARMACEUTICALS LTD","Tibotec Pharmaceuticals Ltd.",6558896
"ERASMUS UNIVERSITEIT ROTTERDAM","Erasmus Universiteit Rotterdam",6292959
"DAIKIN INDUSTRIES LTD.","DAIKIN INDUSTRIES,LTD.",11437506
"CCS TECHNOLOGY, INC.","CCS Technology, Inc.",49971544
"KAYABA INDUSTRY CO., LTD.","Kayaba Industry Co., Ltd.",5268787
"KAYABA INDUSTRY CO., LTD.","Kayaba Industry Co., LTD",10610660
"ENDRESS + HAUSER GMBH + CO. KG","Endress+Hauser GmbH +Co. KG",11599277
"ENDRESS + HAUSER GMBH + CO. KG","Endress + Hauser GmbH +Co. KG",8904275
"GIVAUDAN SA","Givaudan SA",7407451
"CAPPELLE NETWORKING DE, LLC","Cappelle Networking DE, LLC",11203963
"KITAGAWA INDUSTRIES CO., LTD.","Kitagawa Industries Co., Ltd",6632790
"DE LA RUE INTERNATIONAL LIMITED","De La Rue International Limited",10477344
"DE LA RUE INTERNATIONAL LIMITED","De la Rue International Limited",11671917
"WINCOR NIXDORF INTERNATIONAL GMBH","Wincor Nixdorf International GmbH",6386769
"KYOTO MEDICAL PLANNING CO., LTD.","Kyoto Medical Planning Co., Ltd.",6695621
"BIOLUME, INC.","BioLume Inc.",45163526
"RUNWAY BLUE, LLC","Runway Blue, LLC",11566482
"PLATT TECHNOLOGY INVESTMENTS LLC","Platt Technology Investments LLC",47335171
"CAVET HOLDINGS LIMITED","Cavet Holdings Limited",11860880
"MORNING PRIDE MANUFACTURING, L.L.C.","Morning Pride Manufacturing, L.L.C.",5579322
"KOREA UNIVERSITY OF TECHNOLOGY AND EDUCATION INDUSTRY-UNIVERSITY COOPERATION FOUNDATION","Korea University of Technology and Education Industry-University Cooperation Foundation",11703541
"HALT MEDICAL INC.","Halt Medical, Inc.",53680046
"T.F.H. PUBLICATIONS, INC.","T.F.H. Publications, Inc.",5580653
"T.F.H. PUBLICATIONS, INC.","T.F.H. Publications, Inc.",47321138
"WESTERNGECO, L.L.C.","WesternGeco L.L.C.",5409981
"WESTERNGECO, L.L.C.","WesternGeco, L.L.C.",5412445
"ACOMON AG","Acomon Ag",11893932
"STRATEGYN, INC.","Strategyn, Inc.",11203683
"MISONIX, INC.","Misonix, Inc.",6961164
"CQMS PTY LTD.","CQMS PTY LTD",12622859
"ALVA-TECH INC.","Alva-Tech, Inc.",11760445
"W.M. BARR & COMPANY, INC.","W. M. Barr & Company, Inc.",6131253
"SUMITOMO HEAVY INDUSTRIES, LTD.","Sumitomo Heavy Industries, Ltd.",48353630
"SUMITOMO HEAVY INDUSTRIES, LTD.","Sumitomo Heavy Industries, LTD",6876481
"SEISMIC WARNING SYSTEMS INC.","Seismic Warning Systems, Inc.",9348642
"CHUO DENKI KOGYO CO., LTD.","CHUO DENKI KOGYO CO., LTD.",11968410
"CHUO DENKI KOGYO CO., LTD.","Chuo Denki Kogyo Co., Ltd.",6691506
"AGILENT TECHNOLOGIES, INC","Agilent Technologies, Inc",5761622
"AGILENT TECHNOLOGIES, INC","Agilent Technologies, Inc.",5237804
"EVEREADY BATTERY COMPANY, INC,","Eveready Battery Company, Inc.",49927025
"EVEREADY BATTERY COMPANY, INC,","EVEREADY BATTERY COMPANY INC.",45221136
"EPEIUS BIOTECHNOLOGIES CORPORATION","Epeius Biotechnologies Corporation",11993609
"I.M.A. INDUSTRIA MACCHINE AUTOMATICHE S.P.A.","I.M.A. Industria Macchine Automatiche S.p.A.",5332713
"ORKLI, S. COOP","Orkli, S. Coop",8457021
"ANDREW LLC","Andrew LLC",48439340
"DELTA-FLY PHARMA INC.","Delta-Fly Pharma, Inc.",48408343
"THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE DEPARTMENT OF HEALTH AND HUMAN SERVICES","The United States of America, as represented by the Secretary of the Department of Health and Human Services",10826900
"THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE DEPARTMENT OF HEALTH AND HUMAN SERVICES","The United States of America as represented by the Secretary of the Department of Health and Human Services",5799744
"CPFILMS INC.","CPFILMS INC.",10948062
"ENERGY RECOVERY, INC.","Energy Recovery, Inc.",6276025
"K SPINE, INC.","Kspine, Inc.",10874734
"OMEGA SA","Omega SA",5360168
"APPLIED MATERIALS, ISRAEL, LTD.","Applied Materials Israel, Ltd.",5623946
"DESIGNART NETWORKS LTD","Designart Networks Ltd",11342799
"MASSEY UNIVERSITY","Massey University",6254672
"RENAULT SAS","RENAULT s.a.s",10074418
"SAFT GROUPE SA","Saft Groupe SA",5656599
"SKYLINE ZIPLINE GLOBAL, LLC","Skyline Zipline Global, LLC",11997428
"EULITHA AG","Eulitha AG",49868745
"WELLDYNAMICS, INC.","WELLDYNAMICS, INC.",5703394
"GLOBAL NUCLEAR FUEL - AMERICAS, LLC","Global Nuclear Fuel-Americas, LLC",5442912
"KLEIN DECISIONS, INC.","Klein Decisions, Inc.",9890984
"AQUABEAM, LLC","Aquabeam, LLC",45298466
"AC IMMUNE S.A.","AC IMMUNE S.A.",12533039
"SHIN-ETSU CHEMICAL CO., LTD.","Shin—Etsu Chemical Co., Ltd.",45182837
"KLIEBER, JOCHEN","Klieber, Jochen",7100158
"LIFE SPINE, INC.","Life Spine, Inc.",48458176
"WEIR MINERALS AUSTRALIA LTD","Weir Minerals Australia Ltd.",11183525
"VTC ELECTRONICS CORPORATION","VTC Electronics Corporation",7401656
"HOMAX PRODUCTS, INC.","Homax Products, Inc.",5517508
"BENITEC, INC.","Benitec, Inc.",11273382
"DAI NIPPON PRINTING CO., LTD","DAI NIPPON PRINTING CO., LTD",12169068
"OPTIMUS SERVICES AG","Optimus Services AG",10749218
"ASML HOLDING NV","ASML Holding N.V.",9775320
"ASML HOLDING NV","ASML HOLDING NV",5315876
"ST-ERICSSON S.A.","ST-Ericsson SA",5502562
"ST-ERICSSON S.A.","ST-Ericsson SA",9671860
"ST-ERICSSON S.A.","ST Ericsson SA",45167989
"FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E. V.","Fraunhofer-Gesellschaft zur Foerderung der Angewandten Forschung E.V.",5347128
"FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E. V.","Fraunhofer Gesellschaft zur Foerderung der angewandten Forschung e.V.",5824442
"FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E. V.","Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.",7216799
"FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E. V.","Fraunhofer-Gesellschaft zur-Foerderung der Angewandten Forschung E.V.",48288195
"FRAUNHOFER-GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E. V.","Fraunhofer-Gesellschaft zur Foerderung der Angewandten Forschung E.V.",11497317
"VITO N.V.","VITO N.V.",11746559
"VITO N.V.","VITO NV",12575416
"INSTITUT NATIONAL DE LA RECHERCHE SCIENTIFIQUE","Institut National de la Recherche Scientifique",45226343
"BOSS PHYSICAL SCIENCES LLC","BOSS PHYSICAL SCIENCES LLC",11871510
"MULTISCAT AB","Multiscat AB",11064135
"NANO WORLD AG","Nanoworld AG",6672004
"NADIRASHVILI, LELA","Nadirashvili, Lela",10929816
"RONDAGEN PHARMACEUTICALS, LLC","Rondagen Pharmaceuticals, LLC",8320129
"HY-C COMPANY LLC","HY-C Company LLC",11886854
"INFORMATION AND COMMUNICATIONS UNIVERSITY RESEARCH AND INDUSTRIAL COOPERATION GROUP","Information and Communications University, Research and Industrial Cooperation Group",10304942
"INFORMATION AND COMMUNICATIONS UNIVERSITY RESEARCH AND INDUSTRIAL COOPERATION GROUP","Information and Communications University, Research and Industrial Cooperation Group",47185434
"UNIVERSIDAD DE CHILE","Universidad de Chile",7082762
"OPHTHOTECH CORPORATION","OPHTHOTECH CORPORATION",12065867
"TB KAWASHIMA CO., LTD.","T.B. Kawashima Co., Ltd.",45200230
"SHANGHAI HENGRUI PHARMACEUTICAL CO. LTD.","Shanghai Hengrui Pharmaceutical Co., Ltd.",45180029
"SHANGHAI HENGRUI PHARMACEUTICAL CO. LTD.","Shanghai Hengrui Pharmaceutical Co. Ltd.",11557440
"ROLLS-ROYCE NAVAL MARINE, INC.","Rolls-Royce Naval Marine, Inc.",8078079
"WIRELESSWERX INTERNATIONAL, INC.","WIRELESSWERX INTERNATIONAL, INC.",5682704
"THE BANK OF NEW YORK MELLON","The Bank of New York Mellon",9484404
"TROD MEDICAL","Trod Medical",8820753
"NIKON PRECISION INC.","Nikon Precision Inc.",6588782
"NOBLE ENVIRONMENTAL TECHNOLOGIES CORP.","Noble Environmental Technologies Corp.",11150670
"NICE SYSTEMS LTD","Nice-Systems Ltd.",48272284
"PIXON IMAGING, INC.","Pixon Imaging, Inc.",45177602
"PETROLIAM NASIONAL BERHAD (PETRONAS)","Petroliam Nasional Berhad (Petronas)",53614090
"HITACHI CHEMICAL CO., LTD.","Hitachi Chemical Co., LTD",7724538
"HITACHI CHEMICAL CO., LTD.","Hitachi Chemical Co., Ltd.",11117178
"GE MEDICAL SYSTEMS ISRAEL, LTD.","GE Medical Systems Israel, Ltd.",45205206
"RECKITT BENCKISER (UK) LIMITED","Reckitt Benckiser (UK) Limited",45164349
"ELECTROLUX HOME PRODUCTS, INC.","Electrolux Home Products, Inc.",7838924
"ELECTROLUX HOME PRODUCTS, INC.","Electrolux Home Products, Inc.",5437529
"INDIAN INSTITUTE OF TECHNOLOGY BOMBAY","INDIAN INSTITUTE OF TECHNOLOGY BOMBAY",29792618
"INDIAN INSTITUTE OF TECHNOLOGY BOMBAY","Indian Institute of Technology Bombay",11654674
"INDIAN INSTITUTE OF TECHNOLOGY BOMBAY","Indian Institute of Technology Bombay",47232274
"INDIAN INSTITUTE OF TECHNOLOGY BOMBAY","Indian Institute of Technology-Bombay",11858246
"DELL PRODUCTS, LP","DELL PRODUCTS L.P.",53683195
"DELL PRODUCTS, LP","Dell Products L.P.",45243013
"TEIJIN LIMITED","Teijin Limited",5594024
"HUAWEI DEVICE CO., LTD.","Huawei Device Co., Ltd.",52478312
"HUAWEI DEVICE CO., LTD.","Huawei Device Co.,Ltd.",48338409
"HUAWEI DEVICE CO., LTD.","HUAWEI DEVICE CO., LTD.",45372832
"HUAWEI DEVICE CO., LTD.","Huawei Device Co., Ltd.",12203145
"HUAWEI DEVICE CO., LTD.","Huawei Device Co., Ltd.",49883836
"QUANTCAST CORPORATION","Quantcast Corporation",9942658
"EXEGY INCORPORATED","Exegy Incorporated",7396049
"SPIRIT AEROSYSTEMS, INC","Spirit Aerosystems, Inc.",8695663
"SOCPRA-SCIENCES ET GENIE S.E.C.","SOCPRA SCIENCES ET GENIE, S.E.C.",51363523
"SOCPRA-SCIENCES ET GENIE S.E.C.","Socpra Sciences et Genie S.E.C.",45176087
"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P","Hewlett-Packard Development Company, LP.",5238736
"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P","Hewlett-Packard Development Company, L. P.",5282780
"ARIZONA BOARD OF REGENTS, A BODY CORPORATE OF THE STATE OF ARIZONA ACTING FOR AND ON BEHALF OF ARIZONA STATE UNIVERSITY","Arizona Board of Regents, a Body Corporate of the State of Arizona acting for and on behalf of Arizona State University",10453041
"HITACHI,  LTD.","Hitachi Ltd.",5229779
"HITACHI,  LTD.","Hitachi, Ltd.",48380545
"HITACHI,  LTD.","Hitachi, Ltd.",5395955
"GEOTECH AIRBORNE LIMITED","Geotech Airborne Limited",47160463
"ARBITRON, INC.","Arbitron, Inc.",6007092
"PX BIOSOLUTIONS PTY LTD","PX Biosolutions Pty Ltd.",11400886
"SWISSAUTO POWERSPORT LLC","Swissauto Powersport LLC",11805001
"FEEDBACK SPORTS, LLC","Feedback Sports, LLC",48496994
"HYDROMENTIA, INC.","Hydromentia, Inc.",45194434
"BIOAMBER S.A.S.","Bioamber S.A.S.",11706912
"SUZUKI MOTOR CORPORATION","Suzuki Motor Corporation",11758432
"VARIAN MEDICAL SYSTEMS, INTERNATIONAL AG","Varian Medical Systems International AG",8433278
"BRIGHTEDGE TECHNOLOGIES, INC.","Brightedge Technologies, Inc.",11212826
"PROYECTO DE BIOMEDICINA CIMA, S.L.","PROYECTO DE BIOMEDICINA CIMA, S.L.",49922553
"PROYECTO DE BIOMEDICINA CIMA, S.L.","Proyecto de Biomedicina Cima, S.L.",6889416
"SENSORTEC LIMITED","SENSORTEC LIMITED",16925636
"DMG ELECTRONICS GMBH","DMG ELECTRONICS GMBH",11579663
"INNOCOM TECHNOLOGY(SHENZHEN)CO., LTD.","Innocom Technology(Shenzhen) Co., Ltd.",48300046
"INNOCOM TECHNOLOGY(SHENZHEN)CO., LTD.","INNOCOM TECHNOLOGY(SHENZHEN) CO., LTD",52521612
"INNOCOM TECHNOLOGY(SHENZHEN)CO., LTD.","Innocom Technology (Shenzhen) Co., Ltd.",48294098
"INNOCOM TECHNOLOGY(SHENZHEN)CO., LTD.","INNOCOM TECHNOLOGY(SHENZHEN) CO., LTD.",51524380
"INNOCOM TECHNOLOGY(SHENZHEN)CO., LTD.","Innocom Technology(Shenzhen)Co., Ltd.",49875301
"INNOCOM TECHNOLOGY(SHENZHEN)CO., LTD.","Innocom Technology ( Shenzhen) Co. Ltd.",45215744
"VETERINARY PREFERENCE LLC","Veterinary Preference LLC",45168248
"SEATTLE GENETICS, INC.","Seattle Genetics, Inc.",5219850
"MICHELIN RECHERCHE ET TECHNIQUE S.A.","Michelin Recherche et Technique S.A.",5211825
"MICHELIN RECHERCHE ET TECHNIQUE S.A.","Michelin Recherche Et Technique S.A.",6145089
"MICHELIN RECHERCHE ET TECHNIQUE S.A.","MICHELIN RECHERCHE ET TECHNIQUE S. A.",15813801
"K2A LLC","K2A LLC",8778501
"CELLTECH R & D, INC.","Celltech R & D, Inc.",11418940
"SHISEIDO CO., LTD","Shiseido Co., Ltd.",5323991
"STMICROELECTRONICS ASIA PACIFIC PTE LTD","STMicroelectronics Asia Pacific PTE Ltd",5299923
"LAZURE TECHNOLOGIES, LLC","LaZure Technologies, LLC",10241795
"KNU-INDUSTRY COOPERATION FOUNDATION","KNU-INDUSTRY COOPERATION FOUNDATION",11471372
"KNU-INDUSTRY COOPERATION FOUNDATION","KNU-INDUSTRY COOPERATION FOUNDATION",11556663
"HOUSEHOLD ESSENTIALS, LLC","Household Essentials, LLC.",50051364
"ARTLED TECHNOLOGY CORP.","Artled Technology Corp.",45210015
